x,y,class
2.7675722226714154,1.7686343460804026,0.0
4.5389260230008075,3.059144651656546,0.0
3.47963846552637,3.596014501859117,0.0
3.669733127721689,1.6196928502068413,0.0
4.1743084191599,2.9555877504008774,0.0
0.6365915794668164,-0.6531945828164707,0.0
1.1568883027123975,1.9942610069607243,0.0
0.41359871520372526,0.43115087232652805,0.0
1.4290415603394948,1.8118151559775733,0.0
-0.09995905645401182,0.43445345009315384,0.0
2.8971345746938297,3.6343202329633697,0.0
1.6551481373168588,3.1553534927644296,0.0
1.1993847292462396,2.0202468860245926,0.0
1.6588588731606366,1.1261291150382382,0.0
2.574072279644761,1.8291253396285356,0.0
0.9061387301305239,0.6718965602857305,0.0
2.97656655810722,2.2898288666730537,0.0
4.611214894434504,1.7605546421814167,0.0
1.4764993790434175,0.3798260286762827,0.0
4.5873379270962635,3.986245585660705,0.0
2.304644346905195,3.9469436597050254,0.0
-0.18057342734039938,2.0670412286332747,0.0
2.7424673474749146,2.4943766976052064,0.0
2.1200208487344616,0.6837288786580822,0.0
3.93796950142497,2.0080113529930648,0.0
2.2464679165627066,3.0820608544097716,0.0
2.2493197045042557,2.8543752372303546,0.0
3.006936244022259,1.672468679891329,0.0
0.8314195569616571,0.6457284747941865,0.0
3.581167845503558,4.003692633564043,0.0
4.346442176659016,3.9670924489107797,0.0
5.326814312261785,3.3053391965066345,0.0
0.9773736808933899,1.5828399040459877,0.0
2.8841958591280923,3.2515031976413136,0.0
1.2533540926735007,1.4741682768923972,0.0
1.8780484547841914,2.3661149396741306,0.0
1.6862902677495473,2.4011696003250025,0.0
0.5248124987880187,1.6737610094006732,0.0
2.9113765580171633,2.0136212419201036,0.0
1.6062460555621692,1.6575495559536444,0.0
2.8520708006074607,1.190670490812415,0.0
3.322542409952457,3.3414153342295743,0.0
0.6509585694090938,0.6192478067473135,0.0
2.4605307358505435,0.8337517716858989,0.0
2.6104363221430145,1.618444880669717,0.0
0.004231956395373215,0.8474809985088674,0.0
2.574168356134635,1.1093611644989598,0.0
0.7242278547930887,1.253519729872003,0.0
2.5704671286768095,2.8540873278690184,0.0
4.2548616209215275,3.2592989229080085,0.0
1.5978421322001775,0.98069470851187,0.0
2.2769425850421943,3.464114308807312,0.0
2.5583250809983293,2.250967736372541,0.0
3.1384978603793967,3.4467778787421017,0.0
1.798089436364688,-0.3882456549245794,0.0
0.5142852686029595,1.182151581011236,0.0
1.5900732063570944,1.753049812402606,0.0
2.039500767157785,2.593056631746642,0.0
0.4695552737458901,1.5919269947972114,0.0
0.3959371918525505,0.9626019634216307,0.0
2.6924743830127,1.1329138863315817,0.0
2.0133983735683523,0.7608105523020308,0.0
1.3004948297643137,0.9061046080684774,0.0
1.224542857553859,1.9937901535530351,0.0
0.8968493244625275,2.7375268920369624,0.0
2.596661996002199,1.3497552977621798,0.0
1.4396374386891708,-0.14838355530457603,0.0
2.6070280955343303,2.7757443084616695,0.0
1.8084037142413079,1.7456520909175877,0.0
1.222534948994863,2.6389977918800804,0.0
3.3373065750346687,2.998563760858689,0.0
1.295661808317935,0.763186432911374,0.0
3.8158965368166182,2.243270372575986,0.0
2.095812458884584,1.0655302210293942,0.0
3.8868796267290557,1.5927104201933135,0.0
3.523024315866355,2.9129195380020745,0.0
1.5506275415336228,0.2996342640836507,0.0
0.1597601799388586,1.498484198030736,0.0
3.8276520483795977,1.4342748273288706,0.0
3.1380280768234474,3.64541003273606,0.0
3.343188193789228,3.1474580991252608,0.0
2.189224152003193,1.6531728900031621,0.0
2.558197102618037,2.3078424819074512,0.0
2.984943676876332,2.594405843003802,0.0
1.0714165967532483,0.14118639113633935,0.0
5.183948085677969,4.930338439788027,0.0
2.368959890733797,1.938329114488512,0.0
3.005465848374877,0.3642037026942788,0.0
-0.10884662832201775,1.3185778709861786,0.0
2.917774292011648,3.1806710505843334,0.0
0.9552762903035965,-0.4498004964157971,0.0
-0.7792881795861191,0.2172226485188966,0.0
3.010382226300008,4.109969612039483,0.0
2.0498528248083265,2.1235100655351338,0.0
4.270171035636447,2.9438204593921404,0.0
3.62188618983186,1.39516475915813,0.0
2.1959235505146877,0.6861426573566309,0.0
0.5065699135777151,0.36532178757789313,0.0
1.8800317507582285,1.3248403707934466,0.0
-0.8871341935559944,0.17149820717465225,0.0
2.300869421840995,3.785660876900602,0.0
0.8499257400451876,0.8111560499359161,0.0
1.5247000204447392,3.5216093388490632,0.0
2.5784295999707845,3.3401798119184143,0.0
3.038540892635817,1.8733660234000968,0.0
0.6069884146607629,1.8481998349291544,0.0
0.0820770167118996,0.856294779600663,0.0
-0.08216385900942003,2.8219668395735336,0.0
0.4849976447854427,1.4271137920129857,0.0
2.848060624800905,3.110277386454052,0.0
4.344889373984445,3.7886875743513393,0.0
2.0116952047441385,1.3720766179384827,0.0
3.490839830134335,4.367002756137477,0.0
1.6556892380429158,1.9824054601530312,0.0
0.835770207326074,1.6635411941933422,0.0
-0.47139789587179726,-1.6930165500219094,0.0
2.7886396566107274,3.007911683971882,0.0
3.4150474917437768,4.268695484279647,0.0
1.9035492275896195,2.6149046533405156,0.0
2.2150296204687905,1.432185623523706,0.0
1.770165758398404,0.7443920476014172,0.0
1.035641556461889,1.9066071782706566,0.0
2.222964358911912,2.984493349654943,0.0
2.0810352614372554,0.40645361077858255,0.0
2.1166299181292176,2.5237432347371405,0.0
3.4660582618581275,2.8135006358826176,0.0
3.6431916223326186,1.6466490633440747,0.0
1.8099840868282966,-0.12376701228376907,0.0
2.8532872183557503,1.2239837345170275,0.0
1.6027094334912346,2.865494305778825,0.0
-0.844355601686444,-1.4275780930438557,0.0
0.7980903945975986,1.8923305891023472,0.0
1.481505574972069,3.0151361435688933,0.0
2.9297598137337886,3.322948720752581,0.0
4.145591194316946,3.2063759039867064,0.0
3.249041384759588,2.3673518036049384,0.0
2.9982292155327155,5.35661664989509,0.0
3.35427190816051,2.5437937597107965,0.0
3.7713529534448735,4.107861443368634,0.0
2.0355394446393755,0.5141773390030491,0.0
1.5863894018040074,1.3258306662581631,0.0
1.6387253828958441,0.6635780146256482,0.0
3.9455514400660134,2.7026946724061207,0.0
1.897820193218864,1.9764905126396048,0.0
0.6382125864881989,1.8780610333144097,0.0
2.8442225950459665,1.593087338198998,0.0
3.511923689419359,3.2516117909111113,0.0
0.0633036494401149,2.679026337231131,0.0
1.6689980757142884,1.5056586992294814,0.0
2.2776438668998633,0.5541244836495482,0.0
3.664030481815121,1.7385758439640389,0.0
0.3456705710950869,1.4250953154966677,0.0
1.1969179829012628,1.721334708601469,0.0
2.6050998349055146,1.559680556665304,0.0
0.8321057617085093,1.0233095803728758,0.0
-0.9979068108634697,0.5585625111879429,0.0
2.6889059706419993,0.7814345337913604,0.0
1.3074372455621808,1.7088351590620052,0.0
3.009532538380415,1.9466712725991335,0.0
4.17347866093429,4.321866556241554,0.0
2.6953356857143023,3.1911212691589794,0.0
1.9819681477961908,2.43481469524192,0.0
1.7445123865404581,2.9542124269519565,0.0
3.1918480634953594,3.0840882060947648,0.0
1.261200288371822,0.19164858416085262,0.0
2.785126845896695,2.7311784119101397,0.0
4.633298236904473,2.2215167932821096,0.0
3.0253033120116464,2.5685889908796478,0.0
-0.22749939022115617,0.10964561028661834,0.0
1.0539314991899817,1.0727752925025384,0.0
2.0352694020652624,3.9319605465094267,0.0
-0.3169164289940398,2.2534547877844795,0.0
4.160422229270495,4.237757068653936,0.0
4.122971778268264,4.304978470712402,0.0
2.4078288465725253,2.1424302336632817,0.0
1.2855346473499432,3.0764584128965984,0.0
1.997380906930556,1.7811682520594194,0.0
1.59332472320965,1.982618012380695,0.0
4.58793455162259,1.3077203940455981,0.0
1.0252921674706372,2.0247327684756464,0.0
1.6461024468108516,1.5931829666896173,0.0
3.251213031195526,2.386107593036579,0.0
1.179425346653124,2.566792149874641,0.0
2.5415523091029613,3.512917277447066,0.0
0.6420111038519396,0.9187360542781147,0.0
1.759881043758961,2.64268235234338,0.0
2.487730426738624,1.6531756216938585,0.0
1.5502802943924276,4.752749629191759,0.0
2.5323317071931903,2.7617574415608726,0.0
1.6537225655502565,0.9801973420777372,0.0
0.27283748425995236,-0.6719904189944672,0.0
1.7090142681767917,2.941011880811387,0.0
3.5120481866365147,2.944063786316195,0.0
1.4586925359318523,2.060666799888193,0.0
0.3893757613815685,2.5854841364641348,0.0
3.158657830043902,2.0748687394397973,0.0
4.824047628306596,3.0452730813299635,0.0
2.6048389247958594,3.9210522226847266,0.0
2.316749137665,1.2536689288522798,0.0
2.5814163359277957,1.4022940103819954,0.0
1.9998696104590703,1.7708758955706618,0.0
