x,y,class
-0.04132568604602757,-0.01516341120504687,0.0
0.0714927452068257,-0.07305345328097079,0.0
-0.22975158961300998,-0.16165971295001122,0.0
0.00906352618595721,0.07989223611723,0.0
0.08035023103935149,0.024281803012056367,0.0
-0.10899942465121529,-0.11146998059772181,0.0
0.04775583660671901,0.16826489967352234,0.0
0.07532238418009662,0.19975992275391913,0.0
0.03658810911764822,0.20267648668786142,0.0
0.21819519449484795,0.14220367790542524,0.0
-0.014090698752316458,0.044679451860488856,0.0
0.25298210221540224,-0.05839330572510936,0.0
0.04210244896202481,0.24938571858593137,0.0
0.041136361921447234,-0.015401976682670536,0.0
0.1996794417691433,0.2165095375530487,0.0
0.04910216935419984,-0.06504787346564705,0.0
-0.03888493347702135,0.016775696766381423,0.0
0.15327550152408836,-0.025721528257557955,0.0
0.36139660284285613,0.03837209062140243,0.0
0.15754716698519677,0.14557862287206919,0.0
0.2435442963214901,0.32294212119811494,0.0
0.17340067649881108,0.16072868543612043,0.0
0.23867395732907226,0.17692618583954964,0.0
0.1318598655807374,0.2967851245409904,0.0
0.08326773882182843,0.34149951278995083,0.0
0.005206448729236285,0.32542230475740647,0.0
0.19259033539354956,0.16814068629831713,0.0
0.10986986007728355,0.23710110689976746,0.0
-0.021437376810644698,0.09553707158286931,0.0
0.07283471881624579,0.4233372343404421,0.0
0.15632259787961988,0.18545498039019243,0.0
0.1727805358824142,0.2150396783858532,0.0
0.1745743857438986,0.17696126172946552,0.0
0.14305409550959583,0.17062043578321945,0.0
0.048983286407186154,0.41780272312711336,0.0
0.22170252631329737,0.29125445192605115,0.0
0.016217825341191615,0.38201443505380916,0.0
-0.12763616054812932,0.3653719711341926,0.0
0.11009968241737922,0.5367394396741554,0.0
0.0474860100723279,0.48265992337141617,0.0
-0.05690997817730429,0.29265908089642384,0.0
-0.0735220774565291,0.31827052805984096,0.0
0.08080172181438912,0.2728022548860829,0.0
-0.06888600558129096,0.4178102833098504,0.0
0.0898116074819293,0.5066578333876196,0.0
-0.1523406504247532,0.3607249706672185,0.0
